Sr_No.,Reference_No_(URN),Journal_Date,Date_of_Purchase,Date_of_Expiry,Name_of_Purchaser,Prefix,Bond_Number,Denominations,Issue_Branch_Code,Issue_Teller,Status,Bond_number
9529,00691202207070000002478,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,RISHABH KHEMKA / ISHWAR CHAND KHEMK,OL,3045,100000,691,5972302,Paid,OL3045
9530,00691202207070000002478,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,RISHABH KHEMKA / ISHWAR CHAND KHEMK,OL,3047,100000,691,5972302,Paid,OL3047
9531,00691202207070000002478,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,RISHABH KHEMKA / ISHWAR CHAND KHEMK,OL,3049,100000,691,5972302,Paid,OL3049
9532,00691202207070000002479,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,RISHABH KHEMKA / ISHWAR CHAND KHEMK,OL,3041,100000,691,5972302,Paid,OL3041
9533,00691202207070000002479,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,RISHABH KHEMKA / ISHWAR CHAND KHEMK,OL,3039,100000,691,5972302,Paid,OL3039
9534,00847202207070000002473,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,SELMAR LAB PRIVATE LTD,OC,12110,10000000,847,7450648,Paid,OC12110
9535,00847202207070000002473,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,SELMAR LAB PRIVATE LTD,OC,12106,10000000,847,7450648,Paid,OC12106
9536,00847202207070000002473,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,SELMAR LAB PRIVATE LTD,OC,12108,10000000,847,7450648,Paid,OC12108
9537,00847202207070000002473,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,SELMAR LAB PRIVATE LTD,OC,12102,10000000,847,7450648,Paid,OC12102
9538,00847202207070000002473,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,SELMAR LAB PRIVATE LTD,OC,12143,10000000,847,7450648,Paid,OC12143
9539,00847202207070000002473,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,SELMAR LAB PRIVATE LTD,OC,12104,10000000,847,7450648,Paid,OC12104
9540,00847202207070000002473,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,SELMAR LAB PRIVATE LTD,OC,12145,10000000,847,7450648,Paid,OC12145
9541,00847202207070000002473,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,SELMAR LAB PRIVATE LTD,OC,12150,10000000,847,7450648,Paid,OC12150
9542,00847202207070000002473,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,SELMAR LAB PRIVATE LTD,OC,12148,10000000,847,7450648,Paid,OC12148
9543,00847202207070000002473,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,SELMAR LAB PRIVATE LTD,OC,12141,10000000,847,7450648,Paid,OC12141
9544,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11818,10000000,691,5972302,Paid,OC11818
9545,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11822,10000000,691,5972302,Paid,OC11822
9546,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11802,10000000,691,5972302,Paid,OC11802
9547,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11804,10000000,691,5972302,Paid,OC11804
9548,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11830,10000000,691,5972302,Paid,OC11830
9549,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11828,10000000,691,5972302,Paid,OC11828
9550,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11812,10000000,691,5972302,Paid,OC11812
9551,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11814,10000000,691,5972302,Paid,OC11814
9552,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11808,10000000,691,5972302,Paid,OC11808
9553,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11792,10000000,691,5972302,Paid,OC11792
9554,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11806,10000000,691,5972302,Paid,OC11806
9555,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11796,10000000,691,5972302,Paid,OC11796
9556,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11810,10000000,691,5972302,Paid,OC11810
9557,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11800,10000000,691,5972302,Paid,OC11800
9558,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11820,10000000,691,5972302,Paid,OC11820
9559,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11794,10000000,691,5972302,Paid,OC11794
9560,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11798,10000000,691,5972302,Paid,OC11798
9561,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11816,10000000,691,5972302,Paid,OC11816
9562,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11826,10000000,691,5972302,Paid,OC11826
9563,00691202207070000002486,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,VEDANTA LIMITED,OC,11832,10000000,691,5972302,Paid,OC11832
9564,00001202207070000002484,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,WESTWELL GASES PRIVATE LIMITED,OC,10361,10000000,1,6405134,Paid,OC10361
9565,00001202207070000002484,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,WESTWELL GASES PRIVATE LIMITED,OC,10363,10000000,1,6405134,Paid,OC10363
9566,00300202207070000002485,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,YOGA BUILDERS PVT LTD,OC,11310,10000000,300,7905165,Paid,OC11310
9567,00300202207070000002485,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,YOGA BUILDERS PVT LTD,OC,11308,10000000,300,7905165,Paid,OC11308
9568,00300202207070000002485,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,YOGA BUILDERS PVT LTD,TL,13253,1000000,300,7905165,Paid,TL13253
9569,00300202207070000002485,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,YOGA BUILDERS PVT LTD,TL,13264,1000000,300,7905165,Paid,TL13264
9570,00300202207070000002485,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,YOGA BUILDERS PVT LTD,TL,13255,1000000,300,7905165,Paid,TL13255
9571,00300202207070000002485,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,YOGA BUILDERS PVT LTD,TL,13260,1000000,300,7905165,Paid,TL13260
9572,00300202207070000002485,7/7/2022 0:00,7/7/2022 0:00,7/21/2022 0:00,YOGA BUILDERS PVT LTD,TL,13262,1000000,300,7905165,Paid,TL13262
9573,00847202207080000002499,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12156,10000000,847,7443242,Paid,OC12156
9574,00847202207080000002499,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12180,10000000,847,7443242,Paid,OC12180
9575,00847202207080000002499,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12160,10000000,847,7443242,Paid,OC12160
9576,00847202207080000002499,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12158,10000000,847,7443242,Paid,OC12158
9577,00847202207080000002499,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12178,10000000,847,7443242,Paid,OC12178
9578,00847202207080000002499,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12154,10000000,847,7443242,Paid,OC12154
9579,00847202207080000002499,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12176,10000000,847,7443242,Paid,OC12176
9580,00847202207080000002499,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,AQ SQUARE REALTORS PRIVATE LIMITED,OC,12152,10000000,847,7443242,Paid,OC12152
9581,00656202207080000002500,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,DR HEALTHTECH,TL,1692,1000000,656,6987052,Paid,TL1692
9582,00656202207080000002500,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,DR HEALTHTECH,TL,1695,1000000,656,6987052,Paid,TL1695
9583,00656202207080000002500,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,DR HEALTHTECH,TL,1689,1000000,656,6987052,Paid,TL1689
9584,00656202207080000002500,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,DR HEALTHTECH,TL,1698,1000000,656,6987052,Paid,TL1698
9585,00001202207080000002496,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,GREAT EASTERN STORES PVT LTD,OC,10370,10000000,1,6405134,Paid,OC10370
9586,00001202207080000002496,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,GREAT EASTERN STORES PVT LTD,OC,10368,10000000,1,6405134,Paid,OC10368
9587,00001202207080000002490,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,IFB AGRO INDUSTRIES LIMITED,OC,10367,10000000,1,6405134,Paid,OC10367
9588,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12157,10000000,847,7450648,Paid,OC12157
9589,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12165,10000000,847,7450648,Paid,OC12165
9590,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12171,10000000,847,7450648,Paid,OC12171
9591,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12161,10000000,847,7450648,Paid,OC12161
9592,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12155,10000000,847,7450648,Paid,OC12155
9593,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12179,10000000,847,7450648,Paid,OC12179
9594,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12116,10000000,847,7450648,Paid,OC12116
9595,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12124,10000000,847,7450648,Paid,OC12124
9596,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12167,10000000,847,7450648,Paid,OC12167
9597,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12120,10000000,847,7450648,Paid,OC12120
9598,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12175,10000000,847,7450648,Paid,OC12175
9599,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12114,10000000,847,7450648,Paid,OC12114
9600,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12177,10000000,847,7450648,Paid,OC12177
9601,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12146,10000000,847,7450648,Paid,OC12146
9602,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12118,10000000,847,7450648,Paid,OC12118
9603,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12159,10000000,847,7450648,Paid,OC12159
9604,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12173,10000000,847,7450648,Paid,OC12173
9605,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12153,10000000,847,7450648,Paid,OC12153
9606,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12163,10000000,847,7450648,Paid,OC12163
9607,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12181,10000000,847,7450648,Paid,OC12181
9608,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12112,10000000,847,7450648,Paid,OC12112
9609,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12122,10000000,847,7450648,Paid,OC12122
9610,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12144,10000000,847,7450648,Paid,OC12144
9611,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12169,10000000,847,7450648,Paid,OC12169
9612,00847202207080000002491,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,MEGHA ENGINEERING & INFRASTRUCTURES LIMITED,OC,12151,10000000,847,7450648,Paid,OC12151
9613,00041202207080000002495,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,PROCURE ADVISORY SERVICES PRIVATE L,OC,4806,10000000,41,7409060,Paid,OC4806
9614,00001202207080000002489,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,OC,10365,10000000,1,6405134,Paid,OC10365
9615,00001202207080000002489,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,14807,1000000,1,6405134,Paid,TL14807
9616,00001202207080000002489,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,14811,1000000,1,6405134,Paid,TL14811
9617,00001202207080000002489,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,14813,1000000,1,6405134,Paid,TL14813
9618,00001202207080000002489,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,14805,1000000,1,6405134,Paid,TL14805
9619,00001202207080000002489,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,RIPLEY & CO STEVDORING & HANDLING PVT LT D,TL,14809,1000000,1,6405134,Paid,TL14809
9620,00041202207080000002493,7/8/2022 0:00,7/8/2022 0:00,7/22/2022 0:00,ROSHNI DEALMARK PRIVATE LIMITED,OC,4804,10000000,41,7409060,Paid,OC4804
9621,00001202210010000002503,10/1/2022 0:00,10/1/2022 0:00,10/15/2022 0:00,TRANSWAYS EXIM PRIVATE LIMITED,OC,10373,10000000,1,5054982,Paid,OC10373
9622,00001202210010000002503,10/1/2022 0:00,10/1/2022 0:00,10/15/2022 0:00,TRANSWAYS EXIM PRIVATE LIMITED,OC,10375,10000000,1,5054982,Paid,OC10375
9623,00001202210010000002503,10/1/2022 0:00,10/1/2022 0:00,10/15/2022 0:00,TRANSWAYS EXIM PRIVATE LIMITED,OC,10369,10000000,1,5054982,Paid,OC10369
9624,00001202210010000002503,10/1/2022 0:00,10/1/2022 0:00,10/15/2022 0:00,TRANSWAYS EXIM PRIVATE LIMITED,OC,10371,10000000,1,5054982,Paid,OC10371
9625,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12170,10000000,847,6422705,Paid,OC12170
9626,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12192,10000000,847,6422705,Paid,OC12192
9627,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12238,10000000,847,6422705,Paid,OC12238
9628,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12240,10000000,847,6422705,Paid,OC12240
9629,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12162,10000000,847,6422705,Paid,OC12162
9630,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12182,10000000,847,6422705,Paid,OC12182
9631,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12217,10000000,847,6422705,Paid,OC12217
9632,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12196,10000000,847,6422705,Paid,OC12196
9633,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12172,10000000,847,6422705,Paid,OC12172
9634,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12198,10000000,847,6422705,Paid,OC12198
9635,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12234,10000000,847,6422705,Paid,OC12234
9636,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12201,10000000,847,6422705,Paid,OC12201
9637,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12207,10000000,847,6422705,Paid,OC12207
9638,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12174,10000000,847,6422705,Paid,OC12174
9639,00847202210030000002504,10/3/2022 0:00,10/3/2022 0:00,10/17/2022 0:00,NCC LIMITED,OC,12230,10000000,847,6422705,Paid,OC12230
